#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2021 12 01 17 40  85  5.3  7.4  1.15 12.12  6.64 253 1019.6  12.6  15.4  12.6 99.0 99.00 
2021 12 01 17 50  88  6.2  7.6 99.00 99.00 99.00 999 1019.8  12.6  15.4  12.6 99.0 99.00 
2021 12 01 18 00  89  5.7  7.8 99.00 99.00 99.00 999 1019.8  12.5  15.5  12.4 99.0 99.00 
2021 12 01 18 10  92  5.3  7.0 99.00 99.00 99.00 999 1019.8  12.5  15.5  12.4 99.0 99.00 
2021 12 01 18 20  87  4.8  6.5 99.00 99.00 99.00 999 1019.8  12.5  15.5  12.5 99.0 99.00 
2021 12 01 18 30  99  4.4  6.5 99.00 99.00 99.00 999 1019.8  12.4  15.5  12.3 99.0 99.00 
2021 12 01 18 40 102  4.7  5.9  1.15 13.79  6.46 252 1019.5  12.5  15.5  12.5 99.0 99.00 
2021 12 01 18 50  92  4.6  5.9 99.00 99.00 99.00 999 1019.4  12.6  15.5  12.6 99.0 99.00 
2021 12 01 19 00  93  4.2  6.5 99.00 99.00 99.00 999 1019.4  12.6  15.5  12.6 99.0 99.00 
2021 12 01 19 10  98  3.5  5.3 99.00 99.00 99.00 999 1019.3  12.6  15.5  12.5 99.0 99.00 
2021 12 01 19 20  87  3.5  5.1 99.00 99.00 99.00 999 1019.0  12.6  15.5  12.5 99.0 99.00 
2021 12 01 19 30  90  3.5  5.3 99.00 99.00 99.00 999 1019.0  12.5  15.5  12.4 99.0 99.00 
2021 12 01 19 40 113  2.9  4.1  1.07 13.79  7.00 257 1018.9  12.6  15.5  12.5 99.0 99.00 
2021 12 01 19 50  98  2.5  3.7 99.00 99.00 99.00 999 1018.9  12.6  15.5  12.5 99.0 99.00 
2021 12 01 20 00  96  1.9  3.1 99.00 99.00 99.00 999 1018.7  12.6  15.5  12.5 99.0 99.00 
2021 12 01 20 10 105  1.9  3.7 99.00 99.00 99.00 999 1018.8  12.6  15.5  12.5 99.0 99.00 
2021 12 01 20 20 116  1.5  3.7 99.00 99.00 99.00 999 1018.7  12.7  15.6  12.6 99.0 99.00 
2021 12 01 20 30 146  1.1  2.0 99.00 99.00 99.00 999 1018.6  12.7  15.6  12.6 99.0 99.00 
2021 12 01 20 40 167  0.8  1.7  1.11 13.79  6.99 279 1018.5  12.8  15.6  12.7 99.0 99.00 
2021 12 01 20 50 149  1.2  2.3 99.00 99.00 99.00 999 1018.5  12.8  15.6  12.6 99.0 99.00 
2021 12 01 21 00 115  0.5  1.5 99.00 99.00 99.00 999 1018.5  12.7  15.6  12.5 99.0 99.00 
2021 12 01 21 10  62  0.9  2.5 99.00 99.00 99.00 999 1018.4  12.7  15.6  12.5 99.0 99.00 
2021 12 01 21 20  24  0.6  2.3 99.00 99.00 99.00 999 1018.3  12.6  15.6  12.4 99.0 99.00 
2021 12 01 21 30   1  0.8  2.2 99.00 99.00 99.00 999 1018.3  12.7  15.6  12.5 99.0 99.00 
2021 12 01 21 40  37  1.8  3.9  0.97 13.79  7.13 227 1018.2  12.7  15.6  12.5 99.0 99.00 
2021 12 01 21 50  44  1.6  3.0 99.00 99.00 99.00 999 1018.2  12.8  15.6  12.6 99.0 99.00 
2021 12 01 22 00   7  1.1  2.8 99.00 99.00 99.00 999 1018.2  12.7  15.6  12.5 99.0 99.00 
2021 12 01 22 10 345  1.1  2.3 99.00 99.00 99.00 999 1018.2  12.7  15.6  12.5 99.0 99.00 
2021 12 01 22 20 320  1.2  2.7 99.00 99.00 99.00 999 1018.1  12.8  15.6  12.6 99.0 99.00 
2021 12 01 22 30 328  1.2  2.4 99.00 99.00 99.00 999 1018.2  12.7  15.6  12.5 99.0 99.00 
2021 12 01 22 40 325  1.5  2.8  0.94 12.90  7.43 286 1018.2  12.7  15.6  12.5 99.0 99.00 
2021 12 01 22 50 335  1.0  2.8 99.00 99.00 99.00 999 1018.2  12.6  15.6  12.4 99.0 99.00 
2021 12 01 23 00  20  1.8  3.3 99.00 99.00 99.00 999 1018.2  12.7  15.6  12.6 99.0 99.00 
2021 12 01 23 10  11  2.2  3.2 99.00 99.00 99.00 999 1018.2  12.8  15.6  12.7 99.0 99.00 
2021 12 01 23 20   1  1.1  2.3 99.00 99.00 99.00 999 1018.1  12.8  15.6  12.7 99.0 99.00 
2021 12 01 23 30  13  1.7  3.0 99.00 99.00 99.00 999 1018.3  12.7  15.6  12.5 99.0 99.00 
2021 12 01 23 40  23  1.2  2.1  0.89 13.79  7.20 282 1018.2  12.5  15.6  12.3 99.0 99.00 
2021 12 01 23 50  36  0.2  1.5 99.00 99.00 99.00 999 1018.2  12.5  15.6  12.3 99.0 99.00 
2021 12 02 00 00   9  0.6  2.0 99.00 99.00 99.00 999 1018.2  12.5  15.6  12.3 99.0 99.00 
2021 12 02 00 10 252  0.6  2.0 99.00 99.00 99.00 999 1018.2  12.5  15.6  12.4 99.0 99.00 
2021 12 02 00 20 305  1.1  2.4 99.00 99.00 99.00 999 1018.1  12.5  15.6  12.4 99.0 99.00 
2021 12 02 00 30 356  0.3  2.0 99.00 99.00 99.00 999 1018.1  12.4  15.6  12.3 99.0 99.00 
2021 12 02 00 40 298  0.7  2.4  0.92 12.90  7.77 263 1018.3  12.4  15.6  12.3 99.0 99.00 
2021 12 02 00 50 286  1.4  2.5 99.00 99.00 99.00 999 1018.4  12.3  15.6  12.2 99.0 99.00 
2021 12 02 01 00 274  1.0  2.0 99.00 99.00 99.00 999 1018.4  12.2  15.6  12.1 99.0 99.00 
2021 12 02 01 10 256  2.1  3.3 99.00 99.00 99.00 999 1018.4  12.2  15.6  12.1 99.0 99.00 
2021 12 02 01 20 244  1.1  2.9 99.00 99.00 99.00 999 1018.3  12.0  15.5  11.9 99.0 99.00 
2021 12 02 01 30 220  0.8  2.3 99.00 99.00 99.00 999 1018.4  12.2 999.0  12.2 99.0 99.00 
2021 12 02 01 40 247  1.1  3.2  0.98 12.90  8.14 260 1018.5  12.1  15.5  12.1 99.0 99.00 
2021 12 02 01 50 211  0.8  2.4 99.00 99.00 99.00 999 1018.6  12.1  15.5  12.1 99.0 99.00 
2021 12 02 02 00 257  0.9  2.4 99.00 99.00 99.00 999 1018.7  12.0  15.5  11.9 99.0 99.00 
2021 12 02 02 10  29  0.8  1.8 99.00 99.00 99.00 999 1018.9  11.9  15.5  11.8 99.0 99.00 
