#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2021 11 01 10 40 166  0.8  1.9  0.68 11.43  6.52 267 1018.1  15.4  16.1  12.9 99.0 99.00 
2021 11 01 10 50 217  0.8  1.8 99.00 99.00 99.00 999 1018.2  15.5  16.1  13.0 99.0 99.00 
2021 11 01 11 00 263  1.8  2.4 99.00 99.00 99.00 999 1018.2  15.5  16.1  13.1 99.0 99.00 
2021 11 01 11 10 289  2.5  3.9 99.00 99.00 99.00 999 1018.3  15.5 999.0  13.4 99.0 99.00 
2021 11 01 11 20 298  3.3  4.4 99.00 99.00 99.00 999 1018.1  15.5  16.1  13.5 99.0 99.00 
2021 11 01 11 30 325  4.3  5.9 99.00 99.00 99.00 999 1018.2  15.5  16.1  13.7 99.0 99.00 
2021 11 01 11 40 326  4.8  5.5  0.69 11.43  6.60 275 1018.1  15.2  16.1  13.8 99.0 99.00 
2021 11 01 11 50 345  4.2  5.3 99.00 99.00 99.00 999 1018.1  15.1  16.1  13.8 99.0 99.00 
2021 11 01 12 00 335  3.3  4.0 99.00 99.00 99.00 999 1018.4  15.0  16.1  13.7 99.0 99.00 
2021 11 01 12 10 330  3.0  3.9 99.00 99.00 99.00 999 1018.5  15.0  16.1  13.7 99.0 99.00 
2021 11 01 12 20 347  2.9  3.4 99.00 99.00 99.00 999 1018.4  15.0  16.1  13.6 99.0 99.00 
2021 11 01 12 30 350  2.8  3.8 99.00 99.00 99.00 999 1018.4  15.0  16.1  13.7 99.0 99.00 
2021 11 01 12 40 339  2.5  3.3  0.63 10.00  6.34 263 1018.5  15.0  16.1  13.6 99.0 99.00 
2021 11 01 12 50   2  2.4  3.0 99.00 99.00 99.00 999 1018.5  14.9  16.1  13.5 99.0 99.00 
2021 11 01 13 00 355  1.3  2.3 99.00 99.00 99.00 999 1018.6  14.8  16.1  13.4 99.0 99.00 
2021 11 01 13 10 353  0.9  1.5 99.00 99.00 99.00 999 1018.5  14.8  16.1  13.4 99.0 99.00 
2021 11 01 13 20 354  0.4  1.4 99.00 99.00 99.00 999 1018.6  14.8  16.1  13.3 99.0 99.00 
2021 11 01 13 30 333  0.1  0.5 99.00 99.00 99.00 999 1018.7  14.7  16.1  13.2 99.0 99.00 
2021 11 01 13 40 262  0.5  1.3  0.67 11.43  6.74 273 1018.6  14.8  16.1  13.3 99.0 99.00 
2021 11 01 13 50 304  0.9  1.7 99.00 99.00 99.00 999 1018.7  14.8  16.1  13.3 99.0 99.00 
2021 11 01 14 00 307  1.3  1.8 99.00 99.00 99.00 999 1018.7  14.8  16.1  13.2 99.0 99.00 
2021 11 01 14 10 321  1.2  1.5 99.00 99.00 99.00 999 1018.8  14.9  16.1  13.3 99.0 99.00 
2021 11 01 14 20 317  1.3  2.0 99.00 99.00 99.00 999 1018.7  14.9  16.1  13.3 99.0 99.00 
2021 11 01 14 30 302  0.8  1.3 99.00 99.00 99.00 999 1019.0  14.9  16.1  13.3 99.0 99.00 
2021 11 01 14 40 278  0.8  1.3  0.58 10.00  6.54 267 1019.1  14.9  16.1  13.3 99.0 99.00 
2021 11 01 14 50 293  1.0  1.4 99.00 99.00 99.00 999 1019.3  14.9  16.1  13.3 99.0 99.00 
2021 11 01 15 00 278  0.9  1.5 99.00 99.00 99.00 999 1019.3  14.9  16.1  13.2 99.0 99.00 
2021 11 01 15 10 275  0.9  1.5 99.00 99.00 99.00 999 1019.5  15.0  16.1  13.3 99.0 99.00 
2021 11 01 15 20 252  2.0  2.8 99.00 99.00 99.00 999 1019.8  15.1  16.1  13.5 99.0 99.00 
2021 11 01 15 30 254  2.3  2.9 99.00 99.00 99.00 999 1019.8  15.2  16.1  13.7 99.0 99.00 
2021 11 01 15 40 264  2.3  3.3  0.59 10.81  6.91 266 1020.0  15.1  16.1  13.4 99.0 99.00 
2021 11 01 15 50 258  4.2  5.3 99.00 99.00 99.00 999 1020.6  15.2  16.1  13.6 99.0 99.00 
2021 11 01 16 00 267  3.6  4.9 99.00 99.00 99.00 999 1020.1  15.1  16.1  13.4 99.0 99.00 
2021 11 01 16 10 330  1.2  2.1 99.00 99.00 99.00 999 1020.0  15.1  16.1  13.2 99.0 99.00 
2021 11 01 16 20 295  1.7  3.0 99.00 99.00 99.00 999 1020.6  15.1  16.1  13.1 99.0 99.00 
2021 11 01 16 30 270  2.8  3.8 99.00 99.00 99.00 999 1020.6  15.2  16.1  13.0 99.0 99.00 
2021 11 01 16 40 278  2.5  3.2  0.57 11.43  6.46 256 1020.6  15.2  16.2  12.8 99.0 99.00 
2021 11 01 16 50 282  3.0  3.9 99.00 99.00 99.00 999 1020.6  15.2  16.2  12.9 99.0 99.00 
2021 11 01 17 00 284  3.1  4.1 99.00 99.00 99.00 999 1020.7  15.1  16.2  13.1 99.0 99.00 
2021 11 01 17 10 281  1.9  2.9 99.00 99.00 99.00 999 1020.7  15.0  16.2  13.2 99.0 99.00 
2021 11 01 17 20 287  3.0  3.8 99.00 99.00 99.00 999 1020.9  15.0  16.2  13.3 99.0 99.00 
2021 11 01 17 30 287  2.6  3.9 99.00 99.00 99.00 999 1020.8  15.0  16.2  13.5 99.0 99.00 
2021 11 01 17 40 303  1.2  2.1  0.55 10.00  6.12 250 1020.7  14.9  16.2  13.4 99.0 99.00 
2021 11 01 17 50 291  2.1  3.2 99.00 99.00 99.00 999 1021.0  14.9  16.3  13.4 99.0 99.00 
2021 11 01 18 00 290  2.7  3.5 99.00 99.00 99.00 999 1021.1  15.0  16.3  13.5 99.0 99.00 
2021 11 01 18 10 291  2.6  3.7 99.00 99.00 99.00 999 1021.2  15.0  16.3  13.3 99.0 99.00 
2021 11 01 18 20 278  2.3  3.1 99.00 99.00 99.00 999 1021.4  15.1  16.3  13.4 99.0 99.00 
2021 11 01 18 30 258  2.4  3.2 99.00 99.00 99.00 999 1021.3  15.1  16.3  13.4 99.0 99.00 
2021 11 01 18 40 258  3.2  4.7  0.56 10.81  6.30 278 1021.6  15.1  16.3  13.4 99.0 99.00 
2021 11 01 18 50 261  4.2  5.3 99.00 99.00 99.00 999 1021.5  15.2  16.3  13.7 99.0 99.00 
2021 11 01 19 00 259  2.4  4.0 99.00 99.00 99.00 999 1020.9  15.1  16.3  13.6 99.0 99.00 
2021 11 01 19 10 248  0.8  1.9 99.00 99.00 99.00 999 1020.6  15.1  16.3  13.6 99.0 99.00 
2021 11 01 19 20 249  2.0  3.8 99.00 99.00 99.00 999 1021.1  15.1  16.3  13.5 99.0 99.00 
2021 11 01 19 30 260  4.6  6.3 99.00 99.00 99.00 999 1021.1  15.2  16.3  13.7 99.0 99.00 
2021 11 01 19 40 283  2.7  4.8  0.50 16.00  6.60 248 1020.6  15.1  16.3  13.5 99.0 99.00 
2021 11 01 19 50 309  2.2  3.1 99.00 99.00 99.00 999 1020.4  15.1  16.3  13.4 99.0 99.00 
2021 11 01 20 00 326  2.0  2.9 99.00 99.00 99.00 999 1020.4  15.1  16.3  13.4 99.0 99.00 
2021 11 01 20 10  14  2.3  3.0 99.00 99.00 99.00 999 1019.8  15.2  16.3  13.5 99.0 99.00 
2021 11 01 20 20 343  1.4  2.7 99.00 99.00 99.00 999 1020.0  15.2  16.3  13.4 99.0 99.00 
2021 11 01 20 30   9  2.4  3.3 99.00 99.00 99.00 999 1019.9  15.2  16.4  13.5 99.0 99.00 
2021 11 01 20 40 286  1.6  3.7  0.53 10.81  7.30 270 1020.6  15.2  16.4  13.4 99.0 99.00 
2021 11 01 20 50 243  3.0  3.7 99.00 99.00 99.00 999 1020.6  15.3  16.4  13.6 99.0 99.00 
2021 11 01 21 00 249  3.6  4.6 99.00 99.00 99.00 999 1020.6  15.3  16.4  13.6 99.0 99.00 
2021 11 01 21 10 240  3.9  4.8 99.00 99.00 99.00 999 1020.6  15.3  16.5  13.6 99.0 99.00 
2021 11 01 21 20 252  3.6  4.8 99.00 99.00 99.00 999 1020.5  15.3  16.5  13.5 99.0 99.00 
2021 11 01 21 30 261  3.3  4.2 99.00 99.00 99.00 999 1020.5  15.4  16.5  13.6 99.0 99.00 
2021 11 01 21 40 260  3.7  4.4  0.52 16.00  7.18 277 1020.6  15.5  16.5  13.6 99.0 99.00 
2021 11 01 21 50 271  3.6  4.5 99.00 99.00 99.00 999 1020.4  15.5  16.5  13.6 99.0 99.00 
2021 11 01 22 00 285  4.0  4.6 99.00 99.00 99.00 999 1020.4  15.4  16.4  13.6 99.0 99.00 
2021 11 01 22 10 292  4.2  5.0 99.00 99.00 99.00 999 1020.3  15.4  16.4  13.6 99.0 99.00 
2021 11 01 22 20 303  3.8  4.9 99.00 99.00 99.00 999 1020.3  15.5  16.4  13.8 99.0 99.00 
2021 11 01 22 30 309  3.7  4.4 99.00 99.00 99.00 999 1020.3  15.5  16.4  13.7 99.0 99.00 
2021 11 01 22 40 309  4.1  5.0  0.56 17.39  8.24 263 1020.4  15.6  16.4  13.7 99.0 99.00 
2021 11 01 22 50 306  4.3  5.1 99.00 99.00 99.00 999 1020.4  15.5  16.4  13.7 99.0 99.00 
2021 11 01 23 00 296  2.9  4.1 99.00 99.00 99.00 999 1020.3  15.5  16.4  13.8 99.0 99.00 
2021 11 01 23 10 287  2.8  3.5 99.00 99.00 99.00 999 1020.3  15.7  16.4  13.9 99.0 99.00 
2021 11 01 23 20 290  2.7  3.6 99.00 99.00 99.00 999 1020.5  15.7  16.4  13.8 99.0 99.00 
2021 11 01 23 30 277  3.4  4.1 99.00 99.00 99.00 999 1020.6  15.8  16.4  13.9 99.0 99.00 
2021 11 01 23 40 260  4.1  5.0  0.55 16.00  7.72 284 1020.6  15.8  16.4  13.9 99.0 99.00 
2021 11 01 23 50 259  4.4  5.5 99.00 99.00 99.00 999 1020.6  15.8  16.4  14.0 99.0 99.00 
2021 11 02 00 00 260  4.0  4.9 99.00 99.00 99.00 999 1020.6  15.7  16.4  13.9 99.0 99.00 
2021 11 02 00 10 259  3.7  4.8 99.00 99.00 99.00 999 1020.5  15.7  16.4  14.0 99.0 99.00 
2021 11 02 00 20 252  3.9  4.8 99.00 99.00 99.00 999 1020.3  15.7  16.4  14.0 99.0 99.00 
2021 11 02 00 30 247  3.9  4.6 99.00 99.00 99.00 999 1020.0  15.7  16.4  14.0 99.0 99.00 
2021 11 02 00 40 249  4.0  5.0  0.60 17.39  7.64 250 1020.1  15.6  16.4  13.9 99.0 99.00 
2021 11 02 00 50 258  3.9  5.1 99.00 99.00 99.00 999 1020.3  15.6  16.4  14.0 99.0 99.00 
2021 11 02 01 00 258  4.4  5.6 99.00 99.00 99.00 999 1020.2  15.6  16.4  14.0 99.0 99.00 
2021 11 02 01 10 256  5.1  6.1 99.00 99.00 99.00 999 1020.3  15.5  16.4  14.0 99.0 99.00 
2021 11 02 01 20 262  5.2  6.3 99.00 99.00 99.00 999 1020.6  15.5  16.4  14.0 99.0 99.00 
2021 11 02 01 30 271  4.9  6.1 99.00 99.00 99.00 999 1020.8  15.5  16.4  14.0 99.0 99.00 
2021 11 02 01 40 275  5.1  6.2  0.63 17.39  5.37 258 1020.9  15.5  16.4  14.1 99.0 99.00 
2021 11 02 01 50 277  4.9  6.1 99.00 99.00 99.00 999 1021.1  15.5  16.4  14.1 99.0 99.00 
2021 11 02 02 00 272  4.9  6.1 99.00 99.00 99.00 999 1021.0  15.5  16.3  14.2 99.0 99.00 
2021 11 02 02 10 272  5.1  6.1 99.00 99.00 99.00 999 1021.1  15.5  16.4  14.3 99.0 99.00 
2021 11 02 02 20 272  5.4  6.8 99.00 99.00 99.00 999 1021.1  15.5  16.3  14.1 99.0 99.00 
2021 11 02 02 30 272  5.3  6.5 99.00 99.00 99.00 999 1021.0  15.5  16.3  14.0 99.0 99.00 
